Distance,Group
1.7319352948263143,Ref.-Ref.
1.7688381345509698,Ref.-Ref.
1.2932733909028107,Ref.-Ref.
1.532467627723229,Ref.-Ref.
1.456816654698289,Ref.-Ref.
1.663558183368528,Ref.-Ref.
1.7823557854786476,Ref.-Ref.
1.2915327982227505,Ref.-Ref.
1.7708188493801238,Ref.-Ref.
1.3108417326919666,Ref.-Ref.
1.51543472350817,Ref.-Ref.
1.514916143837833,Ref.-Ref.
1.4599089189374181,Ref.-Ref.
1.4972883866493114,Ref.-Ref.
1.4799584760519813,Ref.-Ref.
1.666483432121513,Ref.-Ref.
1.3046668700368578,Ref.-Ref.
1.7189631700963062,Ref.-Ref.
1.9610899359087444,Ref.-Ref.
1.655206387594977,Ref.-Ref.
1.0753775151492457,Ref.-Ref.
2.5108558801578704,Ref.-Ref.
1.6847281064732815,Ref.-Ref.
1.6938983881929464,Ref.-Ref.
1.5291227662427147,Ref.-Ref.
1.2701025328066775,Ref.-Ref.
1.4675747833415922,Ref.-Ref.
1.5683286571271728,Ref.-Ref.
1.75011784850624,Ref.-Ref.
1.4000790459359989,Ref.-Ref.
2.318883298118665,Ref.-Ref.
1.4977718741370891,Ref.-Ref.
1.7840262715900792,Ref.-Ref.
1.9115336831837513,Ref.-Ref.
1.6003535144362002,Ref.-Ref.
2.1977658325001257,Ref.-Ref.
2.0657267937398665,Ref.-Ref.
1.431467998703959,Ref.-Ref.
1.5788367046483023,Ref.-Ref.
1.3619446006344857,Ref.-Ref.
1.54490529374158,Ref.-Ref.
1.734687831047554,Ref.-Ref.
1.8434842608046837,Ref.-Ref.
1.333694022552282,Ref.-Ref.
1.5443214709471995,Ref.-Ref.
1.3769097118021763,Ref.-Ref.
1.583599871265436,Ref.-Ref.
1.6822237393920705,Ref.-Ref.
1.6833449488752774,Ref.-Ref.
1.559478080561944,Ref.-Ref.
1.8913510849713897,Ref.-Ref.
1.7071900855627626,Ref.-Ref.
1.9504216242727892,Ref.-Ref.
2.190314080029351,Ref.-Ref.
1.3850736291653873,Ref.-Ref.
1.358155178623386,Ref.-Ref.
