Distance,Group
0.7780280767864286,Ref.-Ref.
0.43093156537392563,Ref.-Ref.
0.44864437105654076,Ref.-Ref.
0.9882819220480814,Ref.-Ref.
0.4956586608777587,Ref.-Ref.
0.43723913574492473,Ref.-Ref.
0.510630536255873,Ref.-Ref.
0.9613627430229361,Ref.-Ref.
0.4546214271812507,Ref.-Ref.
0.5458264576871237,Ref.-Ref.
0.6892839578897175,Ref.-Ref.
0.5092403020301888,Ref.-Ref.
0.6791487606378119,Ref.-Ref.
0.5263902155741569,Ref.-Ref.
0.3913564260671277,Ref.-Ref.
0.6843616839903465,Ref.-Ref.
0.6482732048773322,Ref.-Ref.
0.4223839670088917,Ref.-Ref.
0.4407572467057314,Ref.-Ref.
0.5674589691051805,Ref.-Ref.
0.8197243891629648,Ref.-Ref.
0.9524802894083698,Ref.-Ref.
0.39102730346372283,Ref.-Ref.
0.6260621338403525,Ref.-Ref.
0.5172629888603159,Ref.-Ref.
0.4013418977535927,Ref.-Ref.
0.49293147720561875,Ref.-Ref.
0.4976569765650115,Ref.-Ref.
0.631193990912254,Ref.-Ref.
0.5897847237475282,Ref.-Ref.
0.4604680805185582,Ref.-Ref.
0.6523085045776265,Ref.-Ref.
0.4117147697083341,Ref.-Ref.
0.5030536690404296,Ref.-Ref.
0.4043123892205692,Ref.-Ref.
0.6771684345580078,Ref.-Ref.
0.7753346943282724,Ref.-Ref.
0.37552703408330057,Ref.-Ref.
1.5414214499527237,Ref.-Ref.
0.44153094497754986,Ref.-Ref.
0.7151505375744287,Ref.-Ref.
0.42019677843919623,Ref.-Ref.
0.6578676074952283,Ref.-Ref.
0.4787987424775644,Ref.-Ref.
0.5216800325742833,Ref.-Ref.
0.5326428130876086,Ref.-Ref.
0.378708680575963,Ref.-Ref.
0.597082113174429,Ref.-Ref.
0.8328063916566204,Ref.-Ref.
0.6352146472081733,Ref.-Ref.
0.45472205262313786,Ref.-Ref.
0.5257076914507824,Ref.-Ref.
0.41303233253818744,Ref.-Ref.
0.5105689531161823,Ref.-Ref.
0.4544411888287796,Ref.-Ref.
0.48089175556486585,Ref.-Ref.
