Score,Group
0.8999859540934801,Healthy
1.0433564424155841,Healthy
1.002235097181067,Healthy
1.1606502728686674,Healthy
0.7321207990484596,Healthy
0.8506805641494594,Healthy
0.7304051144015238,Healthy
0.7952892104115392,Healthy
1.0129432353675751,Healthy
0.9062104594954766,Healthy
0.7480197530859242,Healthy
0.6953957700784422,Healthy
1.0005545801830682,Healthy
0.8594350341823005,Healthy
0.9588501088709078,Healthy
1.4241414959441958,Healthy
0.7289214881525318,Healthy
1.4707080692288637,Healthy
1.2542128944578583,Healthy
1.2410747492059846,Healthy
0.7496484316959123,Healthy
1.3600335321142452,Healthy
1.009373851130922,Healthy
0.9798816557827252,Healthy
1.158745003244199,Healthy
0.9739886144260409,Healthy
1.028287347335328,Healthy
1.0147401226716306,Healthy
1.4913342895151627,Healthy
0.7927349909916976,Healthy
0.8291935666932987,Healthy
0.9251756082974809,Healthy
0.7744359576760629,Healthy
0.8417776217926493,Healthy
0.8539330040157244,Healthy
0.8407604821683101,Healthy
1.1423176457513098,Healthy
1.179005536439036,Healthy
0.8180956536976638,Healthy
1.1794676976327603,Healthy
0.9425581087264377,Healthy
0.7598408550139663,Healthy
1.3553521832505255,Healthy
1.1750602465928373,Healthy
0.8664153127033326,Healthy
0.8045481322843079,Healthy
0.9007217833912213,Healthy
0.8946684627600898,Healthy
0.795466881876708,Healthy
0.7145050295849589,Healthy
0.9117798106532558,Healthy
1.1285043543227729,Healthy
0.6993650535290444,Healthy
1.101559925046428,Healthy
0.779831514310763,Healthy
0.8959679631914191,Healthy
0.7586036350145987,Healthy
0.8705136242070088,Healthy
1.1681016469364092,Healthy
0.7665997659982006,Healthy
0.8283006401172296,Healthy
1.1028556414936972,Healthy
1.5742873900529388,Healthy
1.0345916380085014,Healthy
0.716266813465176,Healthy
0.9333321114603073,Healthy
0.891399800372078,Healthy
0.9379842732649664,Healthy
0.9562122129192799,Healthy
1.3686655035506792,Healthy
0.9714385071883881,Healthy
1.2992478450965415,Healthy
0.8856868405014702,Healthy
0.9135304439745102,Healthy
0.8794942664777399,Healthy
1.2108371255554131,Healthy
1.3394265570054225,Healthy
0.6719340769685559,Healthy
0.9251756082974809,Healthy
0.7027616232055519,Healthy
1.2329759889121372,IPF
0.8418458247181712,IPF
0.9840424019874704,IPF
1.3912423742196003,IPF
0.8862094560607432,IPF
1.2794710762222656,IPF
1.980425758667236,IPF
1.0923764604144324,IPF
1.3087030715433134,IPF
0.9188903925504315,IPF
1.138785677041962,IPF
0.9788594983568853,IPF
0.8630423730574492,IPF
1.663808341380203,IPF
2.054334907902563,IPF
1.5508138401865537,IPF
1.8036453897672158,IPF
1.1349311961242552,IPF
1.4313718745413062,IPF
1.0616419586857981,IPF
0.8934415223038616,IPF
0.9813668934681191,IPF
1.4151410542775802,IPF
1.0525645672621522,IPF
1.248396246975074,IPF
1.1057272217064105,IPF
1.2119593149044605,IPF
1.3687518676396249,IPF
1.190065755445817,IPF
1.4405698195276093,IPF
0.8404974169098515,IPF
1.127833023222527,IPF
1.2372527071397021,IPF
0.9742972684289087,IPF
1.4169987322658555,IPF
1.192728563685324,IPF
1.566564773392697,IPF
1.6187931344640922,IPF
0.7922441555249607,IPF
1.4684653734881163,IPF
1.037633629450451,IPF
0.8100568387120012,IPF
0.8761223176689998,IPF
1.20052425947073,IPF
1.4274952869539146,IPF
0.9071654980686654,IPF
0.9380284946008615,IPF
1.756474797086564,IPF
1.1130992632718937,IPF
0.8668876823478374,IPF
0.8033957347726881,IPF
1.8726028248224218,IPF
1.2672458165317015,IPF
1.6562734384571556,IPF
1.586265779320766,IPF
1.2418897293715725,IPF
1.1588794621889809,IPF
0.8742120399020729,IPF
1.5852760343882093,IPF
1.2019654910090067,IPF
1.2509199904269406,IPF
2.3138609136134547,IPF
1.7315104361335603,IPF
1.1618791701836022,IPF
1.2320512797349472,IPF
1.363179055602482,IPF
1.7174835597095446,IPF
1.34760570289231,IPF
0.9323545378020197,IPF
1.5001136818086944,IPF
1.6816765433404584,IPF
1.3368818796843822,IPF
1.245826476537404,IPF
1.4712542800532828,IPF
1.2554130508109014,IPF
0.945872782912014,IPF
1.488295813373131,IPF
0.808494094583272,IPF
0.9769843641902293,IPF
1.371278954259745,IPF
1.0414025620668168,IPF
1.6003409396347177,IPF
1.4819418523868695,IPF
1.2618317516921116,IPF
1.6082229101391217,IPF
1.2018263616623632,IPF
2.041532774457685,IPF
1.2927663376664211,IPF
0.956529122623636,IPF
1.6961165133775,IPF
1.588266287172446,IPF
0.9826477502691517,IPF
0.9711686923570839,IPF
1.0618265775608688,IPF
