Distance,Group
0.15116625918554388,Ref.-Ref.
0.17574726990399905,Ref.-Ref.
0.156110717318032,Ref.-Ref.
0.1861165734107813,Ref.-Ref.
0.13303227397364797,Ref.-Ref.
0.2111111033356122,Ref.-Ref.
0.19705993807535274,Ref.-Ref.
0.16845320932871702,Ref.-Ref.
0.1710094955724083,Ref.-Ref.
0.1576918881453125,Ref.-Ref.
0.29602617387656566,Ref.-Ref.
0.156973313697654,Ref.-Ref.
0.18487327046731664,Ref.-Ref.
0.19406300882256144,Ref.-Ref.
0.18497625254627742,Ref.-Ref.
0.15255180688321837,Ref.-Ref.
0.7140979582291066,Ref.-Ref.
0.1437552420233406,Ref.-Ref.
0.1473201020861977,Ref.-Ref.
0.16365669258565188,Ref.-Ref.
0.3116369624145424,Ref.-Ref.
0.17134872028564133,Ref.-Ref.
0.19732082645869875,Ref.-Ref.
0.16094180049981646,Ref.-Ref.
0.1392834845227431,Ref.-Ref.
0.1697137430037128,Ref.-Ref.
0.1337985054206157,Ref.-Ref.
0.185581104907928,Ref.-Ref.
0.38194188645414345,Ref.-Ref.
0.19309259965414116,Ref.-Ref.
0.14186385299167967,Ref.-Ref.
0.18192566999865079,Ref.-Ref.
0.13160702664362206,Ref.-Ref.
0.14828164536144653,Ref.-Ref.
0.14915476389937957,Ref.-Ref.
0.2255848107763483,Ref.-Ref.
0.1767540368100856,Ref.-Ref.
0.16219663274743304,Ref.-Ref.
0.1770170604742499,Ref.-Ref.
0.17152975522113648,Ref.-Ref.
0.17892548357869878,Ref.-Ref.
0.16705609054340517,Ref.-Ref.
0.16045912650106414,Ref.-Ref.
0.23010641240005655,Ref.-Ref.
0.1832287495105503,Ref.-Ref.
0.20035212602416874,Ref.-Ref.
0.22047518385762588,Ref.-Ref.
0.2547782943310754,Ref.-Ref.
0.1735294585329837,Ref.-Ref.
0.22193371310829538,Ref.-Ref.
0.16613334583412198,Ref.-Ref.
0.16260120900052694,Ref.-Ref.
0.31659239085500224,Ref.-Ref.
0.19890267185484592,Ref.-Ref.
0.37004718735318654,Ref.-Ref.
0.15713719901542453,Ref.-Ref.
0.2173883152880041,Ref.-Ref.
0.1438391814718736,Ref.-Ref.
0.1524701637312046,Ref.-Ref.
0.9020643665627005,Ref.-Ref.
0.19898921379695114,Ref.-Ref.
0.14844764271341834,Ref.-Ref.
0.24727763145212145,Ref.-Ref.
0.14429259790869833,Ref.-Ref.
0.16516015112037546,Ref.-Ref.
0.25687247157743043,Ref.-Ref.
0.14955522135767405,Ref.-Ref.
0.1484466158835034,Ref.-Ref.
0.18448910758225778,Ref.-Ref.
0.21715841225965304,Ref.-Ref.
0.15743623060737574,Ref.-Ref.
0.17185038801714744,Ref.-Ref.
0.13135818558131782,Ref.-Ref.
0.32336949790657865,Ref.-Ref.
0.17091871269718342,Ref.-Ref.
0.1523313733373865,Ref.-Ref.
0.15440004617560874,Ref.-Ref.
