Score,Group
0.3158970259527944,Healthy
0.6469155671157878,Healthy
0.582181496145311,Healthy
0.4577416690754739,Healthy
0.7371310580830205,Healthy
0.6974839279840113,Healthy
0.7541283756200985,Healthy
0.47738987629375434,Healthy
0.6429651410295175,Healthy
0.5452312982712393,Healthy
0.49673877839189223,Healthy
1.135031710609909,Healthy
0.7530534250500762,Healthy
0.5152291040297557,Healthy
0.4537529366568926,Healthy
0.6303313119993664,Healthy
0.48322223151558025,Healthy
0.5872953542130228,Healthy
0.4870356524094032,Healthy
0.48075136482385494,Healthy
0.41256413915079704,Healthy
0.6568127727750773,Healthy
0.7997810292706513,Healthy
0.44804084697173885,Healthy
1.0549593046801549,Healthy
0.4105364189268743,Healthy
0.4315110649394634,Healthy
0.7040343660327391,Healthy
0.6671281368241831,Healthy
0.5828658586416147,Healthy
0.3442761372162485,Healthy
0.6085498840130912,Healthy
0.7482929951417369,Healthy
0.42856044191524384,Healthy
0.3635961885690001,Healthy
0.4123531329615737,Healthy
0.49194545822287256,Healthy
0.43157194331568594,Healthy
0.46685576444946814,Healthy
0.5285261393138935,Healthy
0.5382893083520799,Healthy
0.39021462622872133,Healthy
0.4724070395132836,Healthy
0.3961598381485498,Healthy
0.3622144902593926,Healthy
0.4602642156524234,Healthy
0.5170282094483053,Healthy
0.47126698744676393,Healthy
0.5454102152723639,Healthy
0.4353468288353739,Healthy
0.478767568553456,Healthy
0.8744132698220061,Healthy
0.6155005221601575,Healthy
0.5030076156164587,Healthy
0.7028628413715294,Healthy
0.3577007270605585,Healthy
0.5089950064837113,Healthy
0.6185357753021836,Healthy
0.6190769994651921,Healthy
0.5317837104110931,Healthy
0.6671036779788574,Healthy
0.44368633658305495,Healthy
0.4641745339047638,Healthy
0.45542595854078183,Healthy
0.45620880746356185,Healthy
0.48148810357409716,Healthy
0.5663657781004144,Healthy
0.8672434319796899,Healthy
0.648426187583213,Healthy
0.47740219494918024,Healthy
0.3992676902584779,Healthy
0.4939990851494703,Healthy
0.3142018166875916,Healthy
0.5868927375741217,Healthy
0.5326927461830493,Healthy
0.6677507361319305,Healthy
0.4377400921613114,Healthy
0.7419445791920771,Healthy
0.5135495720144888,Healthy
0.4761353880359496,Healthy
0.4468376672487833,Healthy
0.5609012220831617,Healthy
0.4518303552967178,Healthy
0.5289756156295455,Healthy
0.7794632854125307,Healthy
0.446396074913204,Healthy
0.5820147017206856,Healthy
0.5166649119861422,Healthy
0.7751551109207692,Healthy
0.5847333974888406,Healthy
0.707511252006821,Healthy
0.3810741761555782,Healthy
0.470096379017909,Healthy
0.3475047987221054,Healthy
0.5234635424621703,Healthy
0.49500834337271504,Healthy
0.6615308476030424,Healthy
0.6678042733670609,Healthy
0.5637405593093812,Healthy
0.53388327697585,Healthy
0.6132505918987662,Healthy
0.43036835734352463,Healthy
0.48138082112480457,Healthy
0.4457914574322001,Healthy
0.4557367395199176,Healthy
0.693288263896061,Healthy
0.5030033301332363,Healthy
0.49206053404826594,Healthy
0.7586952990427025,Healthy
0.5545899698749402,Healthy
0.5784350225024238,Healthy
0.8836931259742078,Healthy
0.49494915836864256,Healthy
0.4486106192292076,Healthy
0.4501263965618442,Healthy
0.47011085330939084,Healthy
0.42491140268437066,Healthy
0.5144539648293549,Healthy
0.4721696563342699,Healthy
0.4815540588710477,Healthy
0.4638260306495076,Healthy
0.5475019849984321,Healthy
0.5303958264951916,Healthy
0.7823121257942307,Healthy
0.4926158550126274,Healthy
0.516200413925948,Healthy
0.5660776999063719,Healthy
1.155303540049568,Healthy
0.3929978779226271,Healthy
0.6392063554900159,Healthy
0.3640428876779174,Healthy
0.5597958666605273,Healthy
0.5139567113210589,Healthy
0.8361287086084755,Healthy
0.4047504320460053,Healthy
0.4177473808639703,Healthy
0.5506190055370903,Healthy
0.4483009543713631,Healthy
0.6413069045303208,Healthy
0.4110928083265718,Healthy
0.9028481555592913,Healthy
0.5176035503376281,Healthy
0.7061879398890406,Healthy
0.5396784974028976,Healthy
0.596908913606353,Healthy
0.46019986361499676,Healthy
0.5579213489229449,Healthy
0.40675618086795834,Healthy
0.5890683268940793,Healthy
0.47233086331401136,Healthy
0.6646041217199679,Healthy
0.4959766250738581,Healthy
0.55306597002144,Healthy
0.46056751471471924,Healthy
0.5346222976265831,Healthy
0.4108148228019498,Healthy
0.35289116971291695,Healthy
0.43783811221164887,Healthy
0.3995149956855967,Healthy
0.41545771238168333,Healthy
0.5169632864145913,Healthy
0.4742926418765912,Healthy
0.7816149212040212,Healthy
0.7114503847089375,Healthy
0.5125081425648069,Healthy
0.4462944376817617,Healthy
0.5136441980118257,Healthy
0.5398538760758894,Healthy
0.5676241265191412,Healthy
0.4900758081411522,Healthy
0.4899549240406005,Healthy
0.4318295411781214,Healthy
0.5035012691898517,Healthy
0.5514299351740836,Healthy
0.876351355609259,Healthy
0.517354246693146,Healthy
0.5643730192637917,Healthy
0.5520882440481646,Healthy
0.6209348839921988,Healthy
0.8693815308441848,Healthy
0.46333284654117785,Healthy
0.5018760477179479,Healthy
0.4034701361748124,Healthy
0.6507232328317964,Healthy
0.6346542303212067,Healthy
0.43137590661388314,Healthy
0.49110274128837716,Healthy
0.5059487146867045,Healthy
0.5228162634290795,Healthy
0.5571016911548868,Healthy
0.4977912072875079,Healthy
0.5647825161112356,Healthy
0.7337783801941024,Healthy
0.48053583298246694,Healthy
0.40881200966040016,Healthy
0.6515857142929371,Healthy
0.6346034926027371,Healthy
0.49763537814973924,Healthy
0.4522789844119125,Healthy
0.5324289014754847,Healthy
0.4102089455240716,Healthy
0.4882975690186264,Healthy
0.5237429111976876,Healthy
0.9618248961299334,Healthy
0.5586166421880431,Healthy
1.1068767805642101,Healthy
0.4073683778602494,Healthy
0.5766880866082046,Healthy
0.646707388297801,Healthy
0.4286700409258451,Healthy
0.46685382576530754,Healthy
1.0392881786359247,Healthy
0.5615721410045992,Healthy
0.4263478972487581,Healthy
0.9750788887374663,Healthy
1.2157909071279946,Healthy
0.6046885676143718,Healthy
0.9282400831722025,Healthy
0.4851191157339572,Healthy
1.620364618375371,Healthy
0.993763856819914,Healthy
0.4229522215856219,Healthy
0.8550186168092833,Healthy
0.4145528207499872,Healthy
0.6788658339057073,Healthy
0.6371465732991652,Healthy
0.6851728905400213,Healthy
0.48379841674462376,Healthy
0.4546210378169624,Healthy
0.41920601341662445,Healthy
1.0486637428154324,Healthy
0.6063378464007763,Healthy
0.7610441967734998,Healthy
0.5590731411747915,Healthy
0.5322200413228183,Healthy
0.47859350052609445,Healthy
0.6074035809628692,Healthy
0.6017334425698019,Healthy
0.6024853006410547,Healthy
0.6688592718430815,Healthy
0.5261172790945805,Healthy
0.5000627465474163,Healthy
0.4642387503509641,Healthy
0.5148597403563843,Healthy
0.730969924875064,Healthy
0.5150397650552601,Healthy
0.5022269582536347,Healthy
0.6338242914900539,Healthy
1.0239254445345447,Healthy
0.49221512029526976,Healthy
0.6143212718937724,Healthy
0.6709162069903789,Healthy
1.516777375915565,Healthy
0.5543957956079,Healthy
0.4689534700643067,Healthy
0.7829546852336556,Healthy
0.733632574222577,Healthy
0.8365669333924561,Healthy
0.4940682808988622,Healthy
0.5674109498963011,Healthy
0.6160014496882216,Healthy
0.5543362449347073,Healthy
0.42659024028674764,Healthy
0.5432071903858638,Healthy
0.38382711791259855,Healthy
0.8277351930558999,Healthy
0.7220271238366884,Healthy
0.5146007609738715,Healthy
0.49149788819831636,Healthy
0.4670775685619517,Healthy
0.5148444085474405,Healthy
0.6671586652446856,Healthy
0.8186137696844661,Healthy
0.450324589219053,Healthy
0.65260708806083,Healthy
0.45101665297262317,Healthy
0.4205006372810664,Healthy
0.7631623675954173,Healthy
0.668586536806291,Healthy
0.549741986618671,Healthy
0.954502570418274,Healthy
0.5476861871778621,Healthy
0.4635798222210343,Healthy
0.578244978051359,Healthy
0.6636357682677413,Healthy
0.879265607801629,Healthy
0.6966109109362478,Healthy
0.4665918581630339,Healthy
0.5440711598898701,Healthy
0.5600890583781662,Healthy
0.5461610863980796,Healthy
0.48108772403549777,Healthy
0.5423095601577953,Healthy
0.7436336632212625,Healthy
0.3962073854873639,Healthy
0.39794581706304877,Healthy
0.5319401856413314,Healthy
0.6404872069261599,Healthy
0.46757868054227597,Healthy
0.49887080128355044,Healthy
0.821666245059469,Healthy
0.5068458511387394,Healthy
0.8533741980380792,Healthy
0.9295692668379238,Healthy
0.5574560120925317,Healthy
0.4109160839138856,Healthy
0.4259501111829283,Healthy
0.5051325368143081,Healthy
0.3695736691105987,Healthy
0.4222323579464431,Healthy
0.45045184685758816,Healthy
0.4624416803309946,Healthy
0.48317393447838175,Healthy
0.6586927656511476,Healthy
0.5668271058029202,Healthy
0.4925089445475955,Healthy
0.496541869441316,Healthy
0.48161208762303065,Healthy
0.9976737922921131,Healthy
