Distance,Group
1.041937593738506,Ref.-Ref.
1.2943578749685007,Ref.-Ref.
0.7437766587691151,Ref.-Ref.
0.8128173921891793,Ref.-Ref.
0.5936161801575461,Ref.-Ref.
1.4363135236099194,Ref.-Ref.
0.6610992759735068,Ref.-Ref.
0.7656159647156977,Ref.-Ref.
0.7474447730693484,Ref.-Ref.
0.799469663513658,Ref.-Ref.
1.2700995282016423,Ref.-Ref.
1.369596206013907,Ref.-Ref.
0.7641458111501916,Ref.-Ref.
0.8728265013699584,Ref.-Ref.
0.7661194059221681,Ref.-Ref.
1.173254075371899,Ref.-Ref.
0.7369749091072727,Ref.-Ref.
0.9891292314415564,Ref.-Ref.
0.6836495134984671,Ref.-Ref.
0.7087524854611073,Ref.-Ref.
0.6636476121506845,Ref.-Ref.
0.6211452983321285,Ref.-Ref.
0.9123895855342075,Ref.-Ref.
0.6365482739074697,Ref.-Ref.
0.8582468100983774,Ref.-Ref.
1.0505768236947186,Ref.-Ref.
0.7757648514331515,Ref.-Ref.
1.3099631228615825,Ref.-Ref.
0.7635059731917253,Ref.-Ref.
0.6175348537892982,Ref.-Ref.
0.8454526748151897,Ref.-Ref.
0.7929840754643119,Ref.-Ref.
0.9630930778501862,Ref.-Ref.
0.7001750528069837,Ref.-Ref.
0.5951161925523645,Ref.-Ref.
0.8954355024074588,Ref.-Ref.
0.8306508877649645,Ref.-Ref.
0.7416290737108954,Ref.-Ref.
0.781275159206576,Ref.-Ref.
0.7110139797610974,Ref.-Ref.
0.8095802570513512,Ref.-Ref.
1.042478316867453,Ref.-Ref.
0.6121307476911074,Ref.-Ref.
1.0765503354964239,Ref.-Ref.
0.8736955754160172,Ref.-Ref.
0.7381360179108257,Ref.-Ref.
0.8405369949865441,Ref.-Ref.
0.8495349400720595,Ref.-Ref.
0.7259777797206889,Ref.-Ref.
0.8550625893557126,Ref.-Ref.
0.841264934550463,Ref.-Ref.
0.6371999974326077,Ref.-Ref.
0.7533879560674084,Ref.-Ref.
1.0683093633611447,Ref.-Ref.
0.8359315935915216,Ref.-Ref.
0.7460716177472734,Ref.-Ref.
0.8927826442657151,Ref.-Ref.
0.6833224957790994,Ref.-Ref.
0.9676918714812597,Ref.-Ref.
1.0033263440041635,Ref.-Ref.
0.8380584032155993,Ref.-Ref.
