PROBLEM_KEY,accuracy,precision,recall,f1,auc,aupr,time_taken
ref_0_que_1hr,0.7831155068880254,0.6453045685279187,0.9486940298507462,0.7681268882175226,0.9121893375645932,0.8467076937705501,88.6391919040002
ref_0_que_1hr,0.7700459201695514,0.6298581122763726,0.9524253731343284,0.7582621611585593,0.9136938601478112,0.8490505119985003,91.01632251299998
ref_0_que_1hr,0.772165312610385,0.6325263811297331,0.9505597014925373,0.7595974655236676,0.9141918321977379,0.8505233449778552,91.03894507500036
ref_0_que_1hr,0.7742847050512186,0.6357366771159875,0.9458955223880597,0.7604049493813273,0.9122413090884408,0.8484902349434496,91.16102817000001
ref_0_que_1hr,0.7739314729777463,0.635,0.9477611940298507,0.7604790419161677,0.9119241767286365,0.8490249921764644,90.96531794900011
ref_0_que_1hr,0.772165312610385,0.6350411132194813,0.9365671641791045,0.7568790049001131,0.9011066752649487,0.8283339791177384,88.40236039299998
ref_0_que_1hr,0.7774637937124691,0.6425806451612903,0.9291044776119403,0.7597254004576659,0.9008834098410732,0.8306263775791908,87.37515039999926
ref_0_que_1hr,0.7749911691981632,0.6356830941983781,0.9505597014925373,0.7618691588785047,0.9130505799597803,0.8467813529225704,90.16981940499954
ref_0_que_1hr,0.7665135994348287,0.6264615384615385,0.9496268656716418,0.7549128661475714,0.9115932560053628,0.8475259719523796,87.77630224800032
ref_0_que_1hr,0.7658071352878841,0.6270975761342449,0.941231343283582,0.752704214845207,0.9019239009613672,0.8295167507332089,87.99396859399985
ref_0_que_1hr,0.7686329918756624,0.6286243059839605,0.9505597014925373,0.7567768288154475,0.9142024386311761,0.8525975109072654,94.21978916900025
ref_0_que_1hr,0.7732250088308018,0.634207240948814,0.9477611940298507,0.7599102468212415,0.9115731037818299,0.8451583431330936,94.81334971700016
ref_0_que_1hr,0.772165312610385,0.6326911124922312,0.9496268656716418,0.7594181275643417,0.9134827921223898,0.8503243268236088,99.51793508799983
ref_0_que_1hr,0.7764040974920523,0.6377903327055869,0.9477611940298507,0.7624765478424015,0.9127514785368213,0.8515714672141559,101.1880477550003
ref_0_que_1hr,0.77605086541858,0.6414728682170543,0.9263059701492538,0.7580152671755725,0.898883566816288,0.8249727683892214,97.28374918500049
ref_0_que_1hr,0.7725185446838573,0.6325898389095415,0.9524253731343284,0.7602382725241995,0.9151665634307145,0.8525785592175015,93.79131742700065
ref_0_que_1hr,0.7689862239491346,0.6286945812807881,0.9524253731343284,0.7574183976261127,0.9151373957387592,0.852543225475954,94.95835640700079
ref_0_que_1hr,0.7771105616389968,0.6384180790960452,0.9486940298507462,0.7632270168855535,0.9135108991710013,0.8494499223079992,94.13532091100024
ref_0_que_1hr,0.7764040974920523,0.6376175548589341,0.9486940298507462,0.7626546681664792,0.9141250116670767,0.8509469251724746,96.60923531400022
ref_0_que_1hr,0.7739314729777463,0.6353383458646616,0.9458955223880597,0.760119940029985,0.9135236268911271,0.850157700273189,105.24891653499981
ref_0_que_1hr,0.7778170257859414,0.6411727214786488,0.9384328358208955,0.7618326391518364,0.9002936921419056,0.8274816589099947,109.90131322300022
ref_0_que_1hr,0.7756976333451078,0.636477201748907,0.9505597014925373,0.7624392068836513,0.9140168260460065,0.8503481255884221,107.67008908499974
ref_0_que_1hr,0.7764040974920523,0.6377903327055869,0.9477611940298507,0.7624765478424015,0.9102048738682934,0.843779953166847,103.7318894099999
ref_0_que_1hr,0.7742847050512186,0.6353971232020013,0.9477611940298507,0.7607637588918008,0.9140247808710852,0.8509803487600374,96.99584646699986
ref_0_que_1hr,0.770752384316496,0.6314481044126787,0.9477611940298507,0.7579261469600895,0.913150810755772,0.8501695276293555,95.74449011600063
ref_0_que_4hr,0.777027027027027,0.7360861759425493,0.9963547995139733,0.8466701084150748,0.9500485788015001,0.9663975047237615,70.16201137099961
ref_0_que_4hr,0.7785285285285285,0.737410071942446,0.9963547995139733,0.8475452196382429,0.9436843977302838,0.9624437570272957,69.8949251009999
ref_0_que_4hr,0.7755255255255256,0.7347670250896058,0.9963547995139733,0.8457968024755028,0.947143399370266,0.9645496849625438,69.15773773900037
ref_0_que_4hr,0.786036036036036,0.7436594202898551,0.9975698663426489,0.8521017125064868,0.9517100454277441,0.967246754423773,68.31510744000025
ref_0_que_4hr,0.789039039039039,0.7468123861566485,0.9963547995139733,0.8537220197813639,0.9518938571090958,0.9677203402265323,68.73755983899991
ref_0_que_4hr,0.7755255255255256,0.7347670250896058,0.9963547995139733,0.8457968024755028,0.9464630574327954,0.963892855119917,69.37260295600026
ref_0_que_4hr,0.7687687687687688,0.7292965271593945,0.9951397326852977,0.841726618705036,0.9450283714523748,0.963349201271515,70.32035585999984
ref_0_que_4hr,0.7702702702702703,0.7305976806422837,0.9951397326852977,0.8425925925925926,0.9455344503672654,0.9636474788305828,68.19549041499977
ref_0_que_4hr,0.765015015015015,0.7252650176678446,0.9975698663426489,0.8398976982097187,0.9465919643262108,0.9645003918989673,68.93798019600035
ref_0_que_4hr,0.7927927927927928,0.7493163172288059,0.9987849331713244,0.85625,0.9472627576049099,0.9645038211770613,67.89946312200027
ref_0_que_4hr,0.7897897897897898,0.7470427661510464,0.9975698663426489,0.854318418314256,0.9526696856342817,0.9676101609886413,66.7371882540001
ref_0_que_4hr,0.7807807807807807,0.739404869251578,0.9963547995139733,0.8488612836438924,0.947895356248523,0.9649544946809299,65.4780682390001
