PROBLEM_KEY,accuracy,precision,recall,f1,auc,aupr,time_taken
ref_0_que_1hr,0.795831861533027,0.687121212121212,0.846082089552239,0.758361204013378,0.884597231296615,0.813002051925993,1370.832391321
ref_0_que_1hr,0.620275521017308,0.454545454545455,0.127798507462687,0.103670071888006,0.680312020058887,0.514057121605726,1147.225772922
ref_0_que_1hr,0.847756976333451,0.751767478397486,0.892723880597015,0.816204690831557,0.926815609275963,0.876650796967175,1078.863644213
ref_0_que_1hr,0.829035676439421,0.738249594813614,0.849813432835821,0.790112749349523,0.903601838731301,0.844046672047999,1201.94156909
ref_0_que_1hr,0.640056517131756,0.521422797089733,0.601679104477612,0.558683412732785,0.694604719438623,0.587954346090885,1068.539258987
ref_0_que_4hr,0.88963963963964,0.926767676767677,0.891859052247874,0.908978328173375,0.95560351104183,0.967821143524094,1222.299536207
ref_0_que_4hr,0.85960960960961,0.93801652892562,0.827460510328068,0.879276952872821,0.946995395159308,0.963527820094412,838.751883781
ref_0_que_4hr,0.464714714714715,0.593537414965986,0.424058323207776,0.494684620836286,0.466614308187736,0.610590216760639,954.36192906
ref_0_que_4hr,0.87987987987988,0.918032786885246,0.88456865127582,0.900990099009901,0.938793097274574,0.952343982242287,1059.375419885
ref_0_que_4hr,0.497747747747748,0.591232227488152,0.606318347509113,0.59868026394721,0.435726784226571,0.568812218757248,1011.479215937
ref_0_que_1,0.818278995189738,0.934244791666667,0.712512413108242,0.808450704225352,0.919244110669756,0.936705729335908,284.892677439
ref_0_que_1,0.580438268305719,0.781725888324873,0.305858987090367,0.439685938615275,0.679650864090257,0.724819154013319,275.569555812999
ref_0_que_1,0.595403527525388,0.693798449612403,0.444389275074479,0.541767554479419,0.624650881330685,0.719863767319432,274.066976771999
ref_0_que_1,0.820416889363976,0.953378378378378,0.700595829195631,0.807670291929021,0.926319869708338,0.942781169804217,221.260144534001
ref_0_que_1,0.607429182255478,0.722086389568052,0.439920556107249,0.546744831842024,0.654405274191769,0.724950629244862,238.052143003999
ref_0_que_3,0.734891216760677,0.71078431372549,0.794411177644711,0.638063806380638,0.808288827749906,0.727605712800816,727.098597163998
ref_0_que_3,0.745366639806608,0.720763723150358,0.602794411177645,0.656521739130435,0.826749204294115,0.746996704257658,1014.405586391
ref_0_que_3,0.672844480257857,0.62532981530343,0.473053892215569,0.538636363636364,0.7207449964935,0.636893163003061,1037.715710027
ref_0_que_3,0.6116035455278,0.535849056603774,0.321357285429142,0.370757180156658,0.594192695689702,0.494352734933165,1009.377733677
ref_0_que_3,0.789685737308622,0.731660231660232,0.756487025948104,0.743866535819431,0.857031882181583,0.786235469686143,936.786924081
ref_0_que_7,0.625161013310434,0.605103280680437,0.795411089866157,0.64148033924441,0.692754866179142,0.623579492906376,1242.817900323
ref_0_que_7,0.598540145985402,0.742424242424242,0.807839388145315,0.643809523809524,0.696067414893094,0.63418932273895,755.154695586
ref_0_que_7,0.644482610562473,0.6,0.625239005736138,0.612359550561798,0.695495142390042,0.627799882659976,812.660028871
ref_0_que_7,0.614426792614856,0.682266009852217,0.264818355640535,0.381542699724518,0.676086311808038,0.615956931409131,817.334230169
ref_0_que_7,0.638042078145127,0.625463535228677,0.705544933078394,0.624894157493649,0.686200930240876,0.620038581989761,962.933115741001
ref_0_que_1-7,0.722875816993464,0.7845,0.774926686217009,0.663705583756345,0.795229482250488,0.791444568777564,442.246061985001
ref_0_que_1-7,0.670849673202614,0.639893351108149,0.703812316715543,0.670332547787379,0.738203152748457,0.727689761061376,330.431744204
ref_0_que_1-7,0.613943355119826,0.567129023815755,0.794354838709677,0.661780424492289,0.703030990207451,0.699635140780906,480.768584808
ref_0_que_1-7,0.653159041394336,0.589912280701754,0.887463343108504,0.708723653395785,0.790255710289849,0.783616379945755,372.863259359
ref_0_que_1-7,0.707363834422658,0.794167134043746,0.703445747800587,0.657473233404711,0.816247343456376,0.81046511481155,384.583623026001
