PROBLEM_KEY,seed,accuracy,precision,recall,f1,auc,aupr
ref_0_que_1,0,0.47033671833244256,0.5085561497326203,0.47219463753723934,0.4897013388259526,0.47572231646989593,0.5207158525964628
ref_0_que_1,100,0.7386424371993586,0.7770053475935829,0.7214498510427011,0.7481977342945417,0.8014682810603552,0.7940626336981509
ref_0_que_1,200,0.5136290753607696,0.5518716577540107,0.5124131082423039,0.5314109165808445,0.514232691759535,0.5513863624053771
ref_0_que_1,300,0.47888829502939606,0.5171122994652406,0.4801390268123138,0.4979402677651905,0.4763968482198684,0.5293232425879238
ref_0_que_1,400,0.4377338321753073,0.47593582887700536,0.44190665342601787,0.45829042224510813,0.4072161823255729,0.45206311189112325
ref_0_que_1,500,0.5740245857830037,0.6122994652406417,0.5685203574975174,0.5895983522142122,0.604751691860679,0.6009538670232666
ref_0_que_1,600,0.6360235168359166,0.674331550802139,0.6261171797418074,0.649330587023687,0.682797816902056,0.6926280979387416
ref_0_que_1,700,0.5702832709780866,0.6085561497326203,0.5650446871896723,0.5859938208032955,0.5935150991669425,0.5851731288158819
ref_0_que_1,800,0.6953500801710315,0.7336898395721925,0.6812313803376365,0.7064881565396498,0.7482414763323402,0.7536904047876557
ref_0_que_1,900,0.4660609299839658,0.5042780748663102,0.4682224428997021,0.48558187435633365,0.4383827099194527,0.4843844853283565
ref_0_que_1,1000,0.6739711384286478,0.7122994652406417,0.6613704071499503,0.685890834191555,0.7331346948674097,0.74756100119599
ref_0_que_1,1100,0.6616782469267771,0.7,0.6499503475670307,0.6740473738414006,0.6889763553275222,0.653728288484082
ref_0_que_1,1200,0.5905932656333511,0.6288770053475936,0.5839126117179742,0.6055612770339855,0.6460932327871565,0.6574838159648424
ref_0_que_1,1300,0.5590593265633351,0.5973262032085561,0.554617676266137,0.5751802265705458,0.5918107391776086,0.6125716162060713
ref_0_que_1,1400,0.6846606092998396,0.7229946524064171,0.6713008937437934,0.6961894953656025,0.757391402543308,0.7391293462229325
ref_0_que_1,1500,0.5082843399251737,0.546524064171123,0.5074478649453823,0.5262615859938208,0.531753420500938,0.5462396469787029
ref_0_que_1,1600,0.7455905932656334,0.7839572192513369,0.7279046673286991,0.7548918640576725,0.8040079397918276,0.79878841930824
ref_0_que_1,1700,0.7573490112239444,0.7957219251336899,0.7388282025819265,0.7662203913491246,0.8239256627220568,0.8102722343653972
ref_0_que_1,1800,0.42116515232495993,0.45935828877005347,0.42651439920556106,0.4423274974253347,0.40586798084703374,0.47705178131564707
ref_0_que_1,1900,0.44735435595938,0.4855614973262032,0.45084409136047665,0.46755921730175076,0.437553732667623,0.4699306017544239
ref_0_que_1,2000,0.584179583110636,0.6224598930481283,0.5779543197616683,0.5993820803295572,0.6124321589153701,0.5846699536466222
ref_0_que_1,2100,0.4179583110636024,0.4561497326203209,0.42353525322740815,0.4392378990731205,0.3976952995696789,0.44617124469730624
ref_0_que_1,2200,0.6199893105291288,0.658288770053476,0.6112214498510427,0.6338825952626158,0.66305450963625,0.6445846278930546
ref_0_que_1,2300,0.30251202565473007,0.3406417112299465,0.31628599801390267,0.32801235839340886,0.2469286177314355,0.3928464896789857
ref_0_que_1,2400,0.6125066809192945,0.6508021390374331,0.6042701092353525,0.6266735324407827,0.6538887796995108,0.6549502754875529
ref_0_que_3,0,0.7590652699435939,0.6629032258064517,0.8203592814371258,0.7332738626226584,0.8484355613098128,0.7826849578222588
ref_0_que_3,100,0.41740531829170024,0.3209677419354839,0.3972055888223553,0.35504014272970563,0.39787991584398774,0.32787741185539027
ref_0_que_3,200,0.43674456083803387,0.3403225806451613,0.42115768463073855,0.37644959857270294,0.40216054377731025,0.3309847186675791
ref_0_que_3,300,0.6462530217566479,0.55,0.6806387225548902,0.6083853702051739,0.7043831256406107,0.563765187385866
ref_0_que_3,400,0.5221595487510072,0.4258064516129032,0.5269461077844312,0.47100802854594115,0.5750606894319469,0.4617735184826522
ref_0_que_3,500,0.47219983883964545,0.3758064516129032,0.46506986027944114,0.41570026761819806,0.47457247666828506,0.35511695677746413
ref_0_que_3,600,0.3271555197421434,0.2306451612903226,0.28542914171656686,0.25512934879571814,0.3035874197550844,0.2954877809963668
ref_0_que_3,700,0.5092667203867849,0.4129032258064516,0.5109780439121756,0.4567350579839429,0.49338080595565625,0.38632451243817134
ref_0_que_3,800,0.45608380338436744,0.3596774193548387,0.44510978043912175,0.39785905441570024,0.44080892269515026,0.34773209907205094
ref_0_que_3,900,0.6398066075745367,0.5435483870967742,0.6726546906187625,0.6012488849241748,0.6874763985542429,0.5707204366197958
ref_0_que_3,1000,0.684931506849315,0.5887096774193549,0.7285429141716567,0.6512042818911686,0.7449641258024491,0.5694304286715883
ref_0_que_3,1100,0.6204673650282031,0.5241935483870968,0.6487025948103793,0.5798394290811775,0.6666181151211091,0.5028859043541558
ref_0_que_3,1200,0.5398871877518131,0.4435483870967742,0.5489021956087824,0.49063336306868865,0.5302664940389491,0.4154876523759673
ref_0_que_3,1300,0.40934730056406127,0.31290322580645163,0.3872255489021956,0.34611953612845675,0.3599314883746022,0.3127678425316385
ref_0_que_3,1400,0.38678485092667203,0.2903225806451613,0.3592814371257485,0.32114183764495985,0.3187247127366888,0.2988390815817979
ref_0_que_3,1500,0.4931506849315068,0.3967741935483871,0.49101796407185627,0.43889384478144516,0.4972730215245185,0.4018131121659064
ref_0_que_3,1600,0.49798549556809024,0.40161290322580645,0.49700598802395207,0.44424620874219445,0.5109564654474834,0.3784488156379202
ref_0_que_3,1700,0.5979049153908138,0.5016129032258064,0.6207584830339321,0.5548617305976806,0.630398662135189,0.48523821477823936
ref_0_que_3,1800,0.370668815471394,0.27419354838709675,0.3393213572854291,0.3033006244424621,0.3513270755785726,0.308900317124035
ref_0_que_3,1900,0.48509266720386784,0.38870967741935486,0.4810379241516966,0.4299732381801962,0.4707261153368938,0.3520699571459611
ref_0_que_3,2000,0.580177276390008,0.4838709677419355,0.5988023952095808,0.5352363960749331,0.5953903004801209,0.43915688420480814
ref_0_que_3,2100,0.5124899274778405,0.4161290322580645,0.5149700598802395,0.46030330062444247,0.5378297459135782,0.3956860473523253
ref_0_que_3,2200,0.6172441579371475,0.5209677419354839,0.6447105788423154,0.576271186440678,0.685307762852673,0.5815255967002434
ref_0_que_3,2300,0.33682514101531025,0.2403225806451613,0.29740518962075846,0.26583407671721676,0.27729675783568,0.2846130436877773
ref_0_que_3,2400,0.6784850926672039,0.582258064516129,0.720558882235529,0.6440677966101694,0.7596604089119059,0.6844894249400364
ref_0_que_7,0,0.665092314297982,0.6142611683848798,0.6835564053537285,0.6470588235294118,0.7260096362343873,0.6517417910538079
ref_0_que_7,100,0.5165306998711894,0.46563573883161513,0.5181644359464627,0.49049773755656106,0.5216062675761428,0.45030711515674704
ref_0_que_7,200,0.4753112924001717,0.42439862542955326,0.4722753346080306,0.4470588235294118,0.462133145755124,0.40939687185177365
ref_0_que_7,300,0.5045083726921425,0.4536082474226804,0.5047801147227533,0.47782805429864256,0.5280137822294484,0.4686839797299571
ref_0_que_7,400,0.6487762988407042,0.5979381443298969,0.6653919694072657,0.6298642533936651,0.7074383503052866,0.6172762881214675
ref_0_que_7,500,0.5337054529841133,0.48281786941580757,0.5372848948374761,0.5085972850678733,0.5567186878268399,0.4779276106808079
ref_0_que_7,600,0.5586088449978531,0.5077319587628866,0.5650095602294455,0.534841628959276,0.5693735106384564,0.4814085929282965
ref_0_que_7,700,0.5869471876341777,0.5360824742268041,0.5965583173996176,0.5647058823529412,0.6222327122288971,0.5267478999081421
ref_0_que_7,800,0.5912408759124088,0.5403780068728522,0.6013384321223709,0.5692307692307692,0.6386225818133586,0.5713933513813682
ref_0_que_7,900,0.61356805495921,0.5627147766323024,0.6261950286806883,0.5927601809954751,0.6552691543630563,0.5620703079862369
ref_0_que_7,1000,0.609274366680979,0.5584192439862543,0.621414913957935,0.5882352941176471,0.6662026887865886,0.6092492942411223
ref_0_que_7,1100,0.6616573636753972,0.6108247422680413,0.6797323135755258,0.6434389140271494,0.7053757848255389,0.6367613211060885
ref_0_que_7,1200,0.5010734220695577,0.45017182130584193,0.5009560229445507,0.47420814479638007,0.5135370762538207,0.4374488110074923
ref_0_que_7,1300,0.35594675826534994,0.30498281786941583,0.33938814531548755,0.3212669683257919,0.30338415729148194,0.3317133492698454
ref_0_que_7,1400,0.42893945899527697,0.37800687285223367,0.42065009560229444,0.39819004524886875,0.39372236437961333,0.38363921599459316
ref_0_que_7,1500,0.4100472305710605,0.359106529209622,0.39961759082217974,0.3782805429864253,0.37651916740311975,0.3639606871414731
ref_0_que_7,1600,0.6539287247745814,0.6030927835051546,0.6711281070745698,0.6352941176470588,0.7094278914291761,0.6089424152477322
ref_0_que_7,1700,0.5972520395019322,0.5463917525773195,0.6080305927342257,0.5755656108597285,0.6199752909424464,0.5677795529107164
ref_0_que_7,1800,0.48218119364534134,0.43127147766323026,0.47992351816443596,0.45429864253393665,0.48176924601607424,0.4217962931971462
