PROBLEM_KEY,accuracy,accuracyx,accuracy1,max(accuracy. accuracyx. accuracy1),precision,precisionx,precision1,max(precision. precisionx. precision1),recall,recallx,recall1,max(recall1. recallx. recall),f1,f1x,f11,max(f1. f1x. f11),auc,aucx,auc1,max(auc. aucx. auc1),aupr,auprx,aupr1,max(aupr. auprx. aupr1),time_taken
ref_0_que_1hr,0.5641116213352172,0.43588837866478275,0.48039561992228896,0.5641116213352172,0.41916167664670656,0.3564789502460361,0.4011887072808321,0.41916167664670656,0.3917910447761194,0.6082089552238806,0.7555970149253731,0.7555970149253731,0.40501446480231434,0.44950017235436057,0.5241022322872857,0.5241022322872857,0.5491849486224364,0.45081505137756356,0.5478572883168014,0.5491849486224364,0.38875865786271896,0.332558772701357,0.43975058367938463,0.43975058367938463,41.81610102416016
ref_0_que_1hr,0.5990815966089721,0.4009184033910279,0.5213705404450724,0.5990815966089721,0.4848630466122057,0.084,0.41470765521398434,0.4848630466122057,0.941231343283582,0.058768656716417914,0.6417910447761194,0.941231343283582,0.6400253726609578,0.06915477497255763,0.5038447455144636,0.6400253726609578,0.7472067957540326,0.2527932042459674,0.578473819079701,0.7472067957540326,0.5928367118511434,0.2581263046439757,0.4554850891510078,0.5928367118511434,41.46161153004505
ref_0_que_1hr,0.6520664076298128,0.34793359237018723,0.48145531614270576,0.6520664076298128,0.5219364599092284,0.04363207547169811,0.4104882459312839,0.5219364599092284,0.9654850746268657,0.03451492537313433,0.8470149253731343,0.9654850746268657,0.6775777414075287,0.03854166666666667,0.5529841656516443,0.6775777414075287,0.8463684632550719,0.153631536744928,0.5944025608172894,0.8463684632550719,0.7397348373356197,0.237496791710476,0.4596474660400648,0.7397348373356197,26.439371014013886
ref_0_que_1hr,0.5856587778170258,0.4143412221829742,0.49841045566937475,0.5856587778170258,0.47406266050333845,0.16855203619909503,0.4142857142857143,0.47406266050333845,0.8610074626865671,0.13899253731343283,0.7845149253731343,0.8610074626865671,0.6114607485922491,0.1523517382413088,0.5422308188265635,0.6114607485922491,0.7009009634884136,0.2990990365115865,0.6051802881555837,0.7009009634884136,0.5448748098482551,0.270341253747436,0.4816685747938116,0.5448748098482551,43.678425507154316
ref_0_que_1hr,0.6517131755563406,0.3482868244436595,0.5280819498410456,0.6517131755563406,0.5239420935412027,0.12657004830917876,0.4275521405049396,0.5239420935412027,0.8777985074626866,0.12220149253731344,0.726679104477612,0.8777985074626866,0.6562064156206415,0.12434741338395823,0.5383552176917761,0.6562064156206415,0.7681725327314537,0.23182746726854642,0.6105116119233281,0.7681725327314537,0.6350331319550917,0.2529385804969953,0.4768640316346661,0.6350331319550917,34.68031629617326
ref_0_que_1hr,0.5506888025432709,0.4493111974567291,0.6086188625927235,0.6086188625927235,0.1774193548387097,0.40341134470448237,0.46785714285714286,0.46785714285714286,0.051305970149253734,0.9486940298507462,0.24440298507462688,0.9486940298507462,0.07959479015918958,0.5661007514611746,0.32107843137254904,0.5661007514611746,0.4527250048789594,0.5472749951210406,0.5834185383486208,0.5834185383486208,0.3292910543784563,0.3977602575470699,0.44592044822653815,0.44592044822653815,36.93763554887846
ref_0_que_1hr,0.6552454962910632,0.3447545037089368,0.4369480748851996,0.6552454962910632,0.5247167868177137,0.05961754780652419,0.39708201892744477,0.5247167868177137,0.9505597014925373,0.049440298507462684,0.9393656716417911,0.9505597014925373,0.6761778367617783,0.05405405405405406,0.5582039911308204,0.6761778367617783,0.8136561012447711,0.18634389875522897,0.615848238907792,0.8136561012447711,0.675781091440978,0.24354231003053126,0.504978071163488,0.675781091440978,22.553802632028237
ref_0_que_1hr,0.555987283645355,0.444012716354645,0.5732956552454963,0.5732956552454963,0.32447817836812143,0.3910590277777778,0.4105263157894737,0.4105263157894737,0.15951492537313433,0.8404850746268657,0.291044776119403,0.8404850746268657,0.21388367729831145,0.5337677725118484,0.3406113537117904,0.5337677725118484,0.5163079217330063,0.4836920782669937,0.513899200699176,0.5163079217330063,0.36283659553256503,0.3491362643135899,0.40340158020476036,0.40340158020476036,36.848741414025426
ref_0_que_1hr,0.7845284351819145,0.2154715648180855,0.5390321441186859,0.7845284351819145,0.6465736040609137,0.04223107569721116,0.4108645753634277,0.6465736040609137,0.9505597014925373,0.049440298507462684,0.5009328358208955,0.9505597014925373,0.7696374622356495,0.04555221314997851,0.4514501891551072,0.7696374622356495,0.9154465732734849,0.08455342672651524,0.5469652872646432,0.9154465732734849,0.8629917175407288,0.22683748684222552,0.4109798927218531,0.8629917175407288,39.398388338973746
ref_0_que_1hr,0.5761215118332744,0.4238784881667255,0.5934298834334157,0.5934298834334157,0.2866666666666667,0.3895693401817463,0.4559643255295429,0.4559643255295429,0.08022388059701492,0.9197761194029851,0.38152985074626866,0.9197761194029851,0.12536443148688048,0.5473216763807938,0.4154393092940579,0.5473216763807938,0.44701344047245295,0.552986559527547,0.5862000755178061,0.5862000755178061,0.3381052890831807,0.42600312198586704,0.4535651848527336,0.4535651848527336,41.67750334297307
ref_0_que_1hr,0.5478629459554928,0.4521370540445072,0.6195690568703638,0.6195690568703638,0.16666666666666666,0.40492258832870187,0.4946004319654428,0.4946004319654428,0.048507462686567165,0.9514925373134329,0.21361940298507462,0.9514925373134329,0.07514450867052024,0.5680868838763575,0.298371335504886,0.5680868838763575,0.44568233307595057,0.5543176669240494,0.5740185867139572,0.5740185867139572,0.3244139339667391,0.39375423913037444,0.45747735304402004,0.45747735304402004,43.15755029395223
ref_0_que_1hr,0.5983751324620276,0.40162486753797244,0.5422112327799364,0.5983751324620276,0.4844571975131516,0.07972972972972973,0.43253012048192774,0.4844571975131516,0.9449626865671642,0.05503731343283582,0.6697761194029851,0.9449626865671642,0.6405311413215302,0.06512141280353201,0.5256222547584187,0.6405311413215302,0.7756614702213774,0.2243385297786225,0.6048716409425301,0.7756614702213774,0.6189047596076982,0.2512896703635233,0.4711907045851553,0.6189047596076982,34.50693240202963
ref_0_que_1hr,0.5012363122571529,0.4987636877428471,0.5535146591310491,0.5535146591310491,0.4167482859941234,0.28010139416983526,0.4060665362035225,0.4167482859941234,0.7938432835820896,0.20615671641791045,0.3871268656716418,0.7938432835820896,0.5465639049454079,0.23750671681891455,0.396370582617001,0.5465639049454079,0.5511214182074279,0.4488785817925721,0.5301567418733506,0.5511214182074279,0.38373330699239316,0.3252463709806145,0.4225234860259682,0.4225234860259682,32.696598497917876
ref_0_que_1hr,0.6407629812787001,0.35923701872129987,0.49028611797951255,0.6407629812787001,0.5138959070237493,0.06455399061032864,0.4106884930187771,0.5138959070237493,0.9486940298507462,0.051305970149253734,0.7957089552238806,0.9486940298507462,0.6666666666666666,0.057172557172557176,0.5417592886630677,0.6666666666666666,0.8181073561979755,0.18189264380202455,0.6077306050758148,0.8181073561979755,0.6975472127925995,0.24225692089352016,0.4911571951077377,0.6975472127925995,36.12912559509277
ref_0_que_1hr,0.5588131402331332,0.44118685976686683,0.55210173083716,0.5588131402331332,0.39324487334137515,0.3726273726273726,0.4350132625994695,0.4350132625994695,0.3041044776119403,0.6958955223880597,0.6119402985074627,0.6958955223880597,0.3429773803261441,0.4853610930383865,0.5085271317829457,0.5085271317829457,0.5658908767702138,0.4341091232297863,0.5928975079123994,0.5928975079123994,0.3912944316229092,0.3204268444063679,0.47356082243709874,0.47356082243709874,44.40284508909099
ref_0_que_1hr,0.7527375485694101,0.2472624514305899,0.46061462380784174,0.7527375485694101,0.615527950310559,0.06633906633906633,0.3998238661382651,0.615527950310559,0.9244402985074627,0.07555970149253731,0.8470149253731343,0.9244402985074627,0.7390007457121551,0.07064980375054514,0.5432246485192941,0.7390007457121551,0.8865201776789731,0.11347982232102705,0.5831565594426956,0.8865201776789731,0.80874410794241,0.2306028116911782,0.4542111262663061,0.80874410794241,35.71426480379887
ref_0_que_1hr,0.6015542211232779,0.398445778876722,0.45814199929353583,0.6015542211232779,0.4862340216322517,0.10414052697616061,0.4014505119453925,0.4862340216322517,0.9225746268656716,0.07742537313432836,0.8777985074626866,0.9225746268656716,0.6368319381841597,0.0888175494917068,0.5509367681498829,0.6368319381841597,0.7416813742543676,0.25831862574563225,0.5842970161981451,0.7416813742543676,0.5861701865225046,0.2594068782301932,0.4536039930305915,0.5861701865225046,31.673113188007846
ref_0_que_1hr,0.6308724832214765,0.3691275167785235,0.5252560932532674,0.6308724832214765,0.5066079295154186,0.046954314720812185,0.43039918116683723,0.5066079295154186,0.9654850746268657,0.03451492537313433,0.7845149253731343,0.9654850746268657,0.6645264847512039,0.03978494623655914,0.5558493060145406,0.6645264847512039,0.8072100413226647,0.19278995867733534,0.6121349265610548,0.8072100413226647,0.6787865684507979,0.24483258900460053,0.473464170453492,0.6787865684507979,30.612694652052596
ref_0_que_1hr,0.5898975626986931,0.41010243730130697,0.4009184033910279,0.5898975626986931,0.4767866458007303,0.17286652078774617,0.38199697428139184,0.4767866458007303,0.8526119402985075,0.14738805970149255,0.9421641791044776,0.9421641791044776,0.6115757778521245,0.15911379657603222,0.5435952637244349,0.6115757778521245,0.7237156669749604,0.27628433302503963,0.5526577600909608,0.7237156669749604,0.5957024185834117,0.2644792924710705,0.4297071608716694,0.5957024185834117,27.547477500978857
ref_0_que_1hr,0.5725891910985518,0.4274108089014482,0.610738255033557,0.610738255033557,0.3050847457627119,0.3891804602341542,0.4713740458015267,0.4713740458015267,0.10074626865671642,0.8992537313432836,0.23041044776119404,0.8992537313432836,0.1514726507713885,0.5432516201746971,0.30952380952380953,0.5432516201746971,0.5886098571949803,0.41139014280501984,0.5699799220215014,0.5886098571949803,0.4029107236771676,0.3084633693645312,0.4507893035967278,0.4507893035967278,37.50731418002397
ref_0_que_1hr,0.5570469798657718,0.4429530201342282,0.6125044154009184,0.6125044154009184,0.04950495049504951,0.40395587675922406,0.39316239316239315,0.40395587675922406,0.009328358208955223,0.9906716417910447,0.04291044776119403,0.9906716417910447,0.015698587127158554,0.5738989462307484,0.07737594617325484,0.5738989462307484,0.3821922225144884,0.6178077774855116,0.5945234741584855,0.6178077774855116,0.29782959059304653,0.4435729635439067,0.44338699877611026,0.4435729635439067,30.715794551884755
ref_0_que_1hr,0.7827622748145532,0.21723772518544684,0.5252560932532674,0.7827622748145532,0.6469453376205788,0.05172413793103448,0.4292403746097815,0.6469453376205788,0.9384328358208955,0.061567164179104475,0.769589552238806,0.9384328358208955,0.7658926532165968,0.056218057921635436,0.5511022044088176,0.7658926532165968,0.9043665625821998,0.09563343741780013,0.6309152079285212,0.9043665625821998,0.834054684223159,0.2282405665309909,0.5124484994136835,0.834054684223159,34.24820601497777
ref_0_que_1hr,0.5969622041681385,0.40303779583186156,0.5658777817025786,0.5969622041681385,0.48354792560801146,0.07901907356948229,0.4432393347794649,0.48354792560801146,0.9458955223880597,0.054104477611940295,0.5718283582089553,0.9458955223880597,0.639949510886715,0.06423034330011074,0.49938900203665987,0.639949510886715,0.7706475439742729,0.22935245602572696,0.6034538259526698,0.7706475439742729,0.6338821868198954,0.2525159267440238,0.4913101047687124,0.6338821868198954,28.453654003096744
ref_0_que_1hr,0.542917696926881,0.45708230307311903,0.6142705757682798,0.6142705757682798,0.10357142857142858,0.408859270874167,0.47368421052631576,0.47368421052631576,0.027052238805970148,0.9729477611940298,0.16791044776119404,0.9729477611940298,0.042899408284023666,0.5757659398288711,0.24793388429752067,0.5757659398288711,0.3626212315341994,0.6373787684658007,0.5580442373125842,0.6373787684658007,0.29139731750973674,0.48641807963721817,0.42518067521932124,0.48641807963721817,31.590585076017305
ref_0_que_1hr,0.5810667608618862,0.41893323913811376,0.5210173083716001,0.5810667608618862,0.39893617021276595,0.37362152624614026,0.3929110105580694,0.39893617021276595,0.20988805970149255,0.7901119402985075,0.48600746268656714,0.7901119402985075,0.27506112469437655,0.5073375262054507,0.43452877397831524,0.5073375262054507,0.5791876320500964,0.4208123679499037,0.520280561377309,0.5791876320500964,0.40688082615753585,0.3155901919435242,0.42350730669775555,0.42350730669775555,42.86721442989074
ref_0_que_4hr,0.7417417417417418,0.25825825825825827,0.5435435435435435,0.7417417417417418,0.7416750756811302,0.25806451612903225,0.613277133825079,0.7416750756811302,0.8930741190765492,0.10692588092345079,0.707168894289186,0.8930741190765492,0.8103638368246968,0.15120274914089346,0.6568848758465011,0.8103638368246968,0.7776260601995193,0.22237393980048079,0.5271981609283206,0.7776260601995193,0.8308086601586668,0.4564717550850821,0.6526058368348602,0.8308086601586668,28.50124373100698
ref_0_que_4hr,0.8633633633633634,0.13663663663663664,0.5345345345345346,0.8633633633633634,0.8894289185905225,0.1787819253438114,0.6358768406961178,0.8894289185905225,0.8894289185905225,0.11057108140947752,0.5771567436208992,0.8894289185905225,0.8894289185905225,0.13663663663663664,0.6050955414012739,0.8894289185905225,0.925265034960027,0.07473496503997308,0.5337234756163063,0.925265034960027,0.9484974966802998,0.41602911817575583,0.6415589970622051,0.9484974966802998,29.773852051002905
ref_0_que_4hr,0.8596096096096096,0.1403903903903904,0.5908408408408409,0.8596096096096096,0.8605442176870748,0.14222222222222222,0.6172006745362564,0.8605442176870748,0.9222357229647631,0.07776427703523693,0.8894289185905225,0.9222357229647631,0.8903225806451613,0.10054988216810684,0.7287207565953211,0.8903225806451613,0.9158930263757827,0.0841069736242173,0.5036177480920586,0.9158930263757827,0.9314444480863948,0.4191158037174159,0.6230925579437334,0.9314444480863948,21.6835630859714
ref_0_que_4hr,0.6073573573573574,0.39264264264264265,0.4587087087087087,0.6073573573573574,0.6948051948051948,0.5124555160142349,0.5593023255813954,0.6948051948051948,0.6500607533414338,0.34993924665856624,0.5844471445929527,0.6500607533414338,0.6716886377903327,0.41588447653429605,0.5715983363042186,0.6716886377903327,0.626673700845295,0.37332629915470494,0.4060543270940805,0.626673700845295,0.6781458373737715,0.5122954528542506,0.571192230791528,0.6781458373737715,25.474839330185205
ref_0_que_4hr,0.8783783783783784,0.12162162162162163,0.5690690690690691,0.8783783783783784,0.8829663962920047,0.1300639658848614,0.6120612061206121,0.8829663962920047,0.9258809234507898,0.07411907654921021,0.8262454434993924,0.9258809234507898,0.9039145907473309,0.09442724458204334,0.703205791106515,0.9039145907473309,0.925324714077349,0.07467528592265109,0.5175038851105377,0.925324714077349,0.93935424605076,0.4170557360189872,0.6407399912579474,0.93935424605076,18.083477720152587
ref_0_que_4hr,0.8738738738738738,0.12612612612612611,0.5690690690690691,0.8738738738738738,0.8777393310265282,0.13333333333333333,0.6173421300659755,0.8777393310265282,0.9246658566221142,0.07533414337788578,0.795868772782503,0.9246658566221142,0.9005917159763314,0.09627329192546584,0.6953290870488322,0.9005917159763314,0.9309417125996939,0.06905828740030603,0.5108066945646647,0.9309417125996939,0.9465287558431849,0.41573270868104983,0.6457655409910966,0.9465287558431849,22.306213528150693
ref_0_que_4hr,0.8716216216216216,0.12837837837837837,0.503003003003003,0.8716216216216216,0.87995337995338,0.14345991561181434,0.6012578616352201,0.87995337995338,0.9173754556500607,0.08262454434993925,0.5808019441069259,0.9173754556500607,0.8982748364069006,0.10485736314572089,0.5908529048207664,0.8982748364069006,0.9300536873339429,0.06994631266605714,0.48090626320400476,0.9300536873339429,0.9465726259202106,0.41598187553936916,0.6160915774553106,0.9465726259202106,27.7893717889674
ref_0_que_4hr,0.8483483483483484,0.15165165165165165,0.5457957957957958,0.8483483483483484,0.8508474576271187,0.15659955257270694,0.6081349206349206,0.8508474576271187,0.9149453219927096,0.0850546780072904,0.7448359659781288,0.9149453219927096,0.8817330210772834,0.11023622047244094,0.6695794647733478,0.8817330210772834,0.901505584771799,0.09849441522820102,0.4743630447808225,0.901505584771799,0.921827319089568,0.4221982639166394,0.5956808676288562,0.921827319089568,25.91556858900003
ref_0_que_4hr,0.8723723723723724,0.12762762762762764,0.5683183183183184,0.8723723723723724,0.8957575757575758,0.16568047337278108,0.6270491803278688,0.8957575757575758,0.8979343863912516,0.10206561360874848,0.7436208991494532,0.8979343863912516,0.8968446601941747,0.12631578947368421,0.6803779877709839,0.8968446601941747,0.9383156643359982,0.0616843356640018,0.5164583069750566,0.9383156643359982,0.9595016839591515,0.4137454800241549,0.6272616851053242,0.9595016839591515,28.48497525509447
ref_0_que_4hr,0.8903903903903904,0.10960960960960961,0.6493993993993994,0.8903903903903904,0.9133089133089133,0.14619883040935672,0.6751968503937008,0.9133089133089133,0.9088699878493317,0.0911300121506683,0.8335358444714459,0.9088699878493317,0.9110840438489647,0.1122754491017964,0.7460576400217509,0.9110840438489647,0.9500748376131217,0.04992516238687823,0.6006918003279964,0.9500748376131217,0.9660298334067754,0.4117539418659343,0.6733541287627086,0.9660298334067754,24.389954020036384
ref_0_que_4hr,0.8641141141141141,0.13588588588588588,0.6133633633633634,0.8641141141141141,0.91796875,0.20921985815602837,0.6237942122186495,0.91796875,0.8566221142162819,0.1433778857837181,0.9428918590522479,0.9428918590522479,0.8862350722815839,0.17015140591204037,0.7508466376390904,0.8862350722815839,0.9458137486363323,0.05418625136366782,0.52206575683863,0.9458137486363323,0.9647819923688156,0.41224624067264765,0.6471753507241697,0.9647819923688156,26.37981868395582
ref_0_que_4hr,0.8513513513513513,0.14864864864864866,0.5758258258258259,0.8513513513513513,0.8778718258766627,0.19207920792079208,0.6272189349112426,0.8778718258766627,0.8821385176184691,0.11786148238153099,0.772782503037667,0.8821385176184691,0.88,0.1460843373493976,0.6924333151878062,0.88,0.9090943813304624,0.09090561866953763,0.5022928716875106,0.9090943813304624,0.9261582506736197,0.42058114422673115,0.6122992514506405,0.9261582506736197,30.708168047014624
